Inchkey,SMILES,LogD7.4,%C,apol,ast_fraglike,ast_fraglike_ext,ast_violation,ast_violation_ext,a_acc,a_acid,a_aro,a_base,a_count,a_don,a_donacc,a_heavy,a_hyd,a_IC,a_ICM,a_nB,a_nBr,a_nC,a_nCl,a_nF,a_nH,a_nI,a_nN,a_nO,a_nP,a_nS,balabanJ,BCUT_PEOE_0,BCUT_PEOE_1,BCUT_PEOE_2,BCUT_PEOE_3,BCUT_SLOGP_0,BCUT_SLOGP_1,BCUT_SLOGP_2,BCUT_SLOGP_3,BCUT_SMR_0,BCUT_SMR_1,BCUT_SMR_2,BCUT_SMR_3,bpol,b_1rotN,b_1rotR,b_ar,b_count,b_double,b_heavy,b_max1len,b_rotN,b_rotR,b_single,b_triple,chi0,chi0v,chi0v_C,chi0_C,chi1,chi1v,chi1v_C,chi1_C,chiral,chiral_u,density,diameter,FCharge,GCUT_PEOE_0,GCUT_PEOE_1,GCUT_PEOE_2,GCUT_PEOE_3,GCUT_SLOGP_0,GCUT_SLOGP_1,GCUT_SLOGP_2,GCUT_SLOGP_3,GCUT_SMR_0,GCUT_SMR_1,GCUT_SMR_2,GCUT_SMR_3,h_ema,h_emd,h_emd_C,h_logD,h_logP,h_logS,h_log_dbo,h_log_pbo,h_mr,h_pavgQ,h_pKa,h_pKb,h_pstates,h_pstrain,Kier1,Kier2,Kier3,KierA1,KierA2,KierA3,KierFlex,lip_acc,lip_don,lip_druglike,lip_violation,logP(o/w),logS,mr,mutagenic,nmol,opr_brigid,opr_leadlike,opr_nring,opr_nrot,opr_violation,PC+,PC-,PEOE_PC+,PEOE_PC-,PEOE_RPC+,PEOE_RPC-,PEOE_VSA+0,PEOE_VSA+1,PEOE_VSA+2,PEOE_VSA+3,PEOE_VSA+4,PEOE_VSA+5,PEOE_VSA+6,PEOE_VSA-0,PEOE_VSA-1,PEOE_VSA-2,PEOE_VSA-3,PEOE_VSA-4,PEOE_VSA-5,PEOE_VSA-6,PEOE_VSA_FHYD,PEOE_VSA_FNEG,PEOE_VSA_FPNEG,PEOE_VSA_FPOL,PEOE_VSA_FPOS,PEOE_VSA_FPPOS,PEOE_VSA_HYD,PEOE_VSA_NEG,PEOE_VSA_PNEG,PEOE_VSA_POL,PEOE_VSA_POS,PEOE_VSA_PPOS,petitjean,petitjeanSC,Q_PC+,Q_PC-,Q_RPC+,Q_RPC-,Q_VSA_FHYD,Q_VSA_FNEG,Q_VSA_FPNEG,Q_VSA_FPOL,Q_VSA_FPOS,Q_VSA_FPPOS,Q_VSA_HYD,Q_VSA_NEG,Q_VSA_PNEG,Q_VSA_POL,Q_VSA_POS,Q_VSA_PPOS,radius,reactive,rings,RPC+,RPC-,rsynth,SlogP,SlogP_VSA0,SlogP_VSA1,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,SMR,SMR_VSA0,SMR_VSA1,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,TPSA,VAdjEq,VAdjMa,VDistEq,VDistMa,vdw_area,vdw_vol,vsa_acc,vsa_acid,vsa_base,vsa_don,vsa_hyd,vsa_other,vsa_pol,Weight,weinerPath,weinerPol,zagreb
LIPNXDIBECKOMJ-UHFFFAOYSA-O,Clc1ccc(-c2oc(C(=O)N(Cc3ncccc3)c3ccc(N4CC[NH2+]CC4)cc3)cc2)cc1,3,92.317039,73.040619,0,0,2,3,2,0,23,1,60,0,2,34,25,93.820038,1.5636673,0,0,27,1,0,26,0,4,2,0,0,1.1905714,-2.7273118,-0.61877882,0.70283031,2.6982594,-3.431103,-0.47893947,0.80591482,2.5072947,-2.5044365,-0.44624659,0.85724217,2.9207497,36.997383,7,0.18421052,23,64,1,38,2,7,0.18421052,40,0,23.329851,19.48782,15.618438,18.053831,16.669836,11.792771,7.6956468,10.565646,0,0,0.74267513,17,1,-0.87285471,-0.38984719,0.085197881,2.746942,-2.2477524,-0.27809459,0.17919147,2.8046241,-0.63562578,-0.2076523,0.21516225,3.016499,5.5259228,25.49575,13.245758,4.5264196,2.1817257,-5.2983027,0,13.571846,13.550883,0.99395907,8.5342598,8.6407642,1.2665854,0.03067374,25.641273,12.497042,6.6675067,19.160995,9.2505598,4.9025955,5.2132339,6,2,1,0,3.891,-6.6114001,13.562116,0,1,29,0,5,8,2,0,0,3.4731951,-2.4731951,0.099830382,0.18194552,53.934849,157.9689,8.458519,8.458519,0,12.949531,17.238026,147.05885,41.836849,0,0,0,19.249496,2.503756,0.88940698,0.44851631,0.046317291,0.11059301,0.55148369,0.064275712,417.71649,210.64896,21.753254,51.940811,259.00833,30.187557,0.47058824,0.8888889,0,0,0,0,1,0,0,0,1,0,469.65729,0,0,0,469.65729,0,9,0,5,0,0,0.7647059,4.4917998,24.259378,22.044313,0,73.758316,32.067783,9.5073462,3.5006065,255.21014,0,63.101719,13.44239,33.369564,34.79628,6.2486277,11.706175,14.147891,265.01532,79.017097,39.148643,66.190002,0.34983629,6.2479277,3.7900794,9.8931446,469.65729,638.21173,19.249496,0,5.6825762,5.6825762,383.71634,32.370327,24.932074,473.98398,3678,52,180
BDLUIKGKNQFJIO-UHFFFAOYSA-N,Clc1c(F)c(Nc2ncnc3c2cc(OC2CCN(S(=O)(=O)C)CC2)c(OC)c3)ccc1,2.8199999,91.980324,64.874443,0,0,3,4,6,0,16,0,54,1,7,32,21,104.41776,1.9336623,0,0,21,1,1,22,0,4,4,0,1,1.3701005,-2.7668548,-0.58967739,0.58100915,2.72208,-2.8313792,-0.47579479,0.73266399,2.6893902,-2.4960561,-0.34485772,0.79033524,3.0086732,41.261555,6,0.17142858,17,57,0,35,3,6,0.17142858,40,0,22.880104,19.081116,12.869879,14.26722,15.25737,12.141876,5.4652143,6.932653,0,0,0.84661889,15,0,-0.8077901,-0.42961532,0.021303788,2.735697,-0.93685156,-0.40398568,0.18033125,2.8211732,-0.52012461,-0.18720475,0.19978082,3.0124235,10.905873,14.913673,12.294431,2.9449716,2.9773247,-5.5389419,1.4314089,9.5573568,12.101362,0.042240128,12.98445,8.3555202,1.6314473,0.07290341,25.103674,10.726644,5.9917355,21.813925,9.2768135,5.1645637,6.3238659,8,1,1,0,2.58674,-5.6324501,12.113714,0,1,23,1,4,7,1,0,0,2.56092,-2.56092,0.072376922,0.1348238,71.434891,61.21225,75.025085,29.744585,0,0,0,92.806892,41.836849,0,0,55.4272,0,5.0075121,0.86026502,0.45105338,0.13973497,0.13973497,0.54894662,0,372.06055,195.07846,60.434715,60.434715,237.41681,0,0.46666667,0.875,0,0,0,0,1,0,0,0,1,0,432.49527,0,0,0,432.49527,0,8,0,4,0,0,0.28125,3.9772999,21.999775,101.27206,22.23041,36.879158,0,67.075043,3.5006065,109.71855,37.736813,69.680283,12.08495,48.171688,72.049507,9.1210184,20.456112,27.812519,142.73827,36.879158,112.86443,93.650002,0.3597711,6.129283,3.7231178,9.7073593,432.49527,568.08087,48.389187,0,0,5.6825762,314.3158,46.086689,54.071762,480.948,3081,54,172
WHCDNNAHMSPEMY-UHFFFAOYSA-N,Fc1c2OCCN(Cc3c4OC(=[N+]5CCOCC5)CC(=O)c4cc(C(=O)N(C)C)c3)c2cc(F)c1,2.0999999,99.983063,69.76062,0,0,2,3,4,0,12,1,61,0,4,35,24,105.10262,1.7229936,0,0,25,0,2,26,0,3,5,0,0,1.3604453,-2.5973351,-0.45364344,0.49201298,2.6439662,-2.7624619,-0.37975675,0.46553025,2.5886257,-2.3977399,-0.24833025,0.66027802,2.8470135,44.43338,4,0.1025641,12,65,3,39,4,4,0.1025641,50,0,24.689505,19.605066,15.466255,16.836134,16.812571,11.46483,6.3700614,7.9907312,0,0,0.79607242,13,1,-0.85419154,-0.41294044,-0.016939303,2.8994586,-0.986929,-0.32739961,0.03852715,2.9108212,-0.54677188,-0.1849287,0.16682793,3.1356816,7.4705615,17.309366,17.309366,2.8769293,2.8767464,-5.1502876,0,10.101045,12.569642,0.99993259,11.171134,14,1.0007153,4.0199255e-005,26.60092,11.396122,5.7225509,20.378151,8.6574059,4.3209949,5.0406265,8,0,1,0,2.1700001,-5.2589502,12.455583,0,1,29,0,5,7,2,0,0,3.7533836,-2.7533836,0.088577367,0.13512444,140.71864,113.47737,52.565327,17.479364,8.458519,12.949531,12.949531,36.764713,0,2.503756,0,23.817272,27.133842,5.0075121,0.80098909,0.20983201,0.12330431,0.19901092,0.79016799,0.075706609,363.50919,95.227097,55.958626,90.316208,358.5983,34.357582,0.46153846,0.85714287,0,0,0,0,1,0,0,0,1,0,453.82538,0,0,0,453.82538,0,7,1,5,0,0,0.31428573,2.7384,25.12409,20.784403,29.241924,118.09751,57.281158,65.794373,0,70.572739,18.868406,61.603409,12.29634,60.623413,55.044315,21.36635,20.043581,2.7567475,107.88072,133.85851,65.794373,71.32,0.34185782,6.2854023,3.5232174,10.011971,453.82538,611.11902,32.141354,0,0,0,366.31601,36.861336,32.141354,486.495,3510,63,192
LHOFTARJKUMVFG-UHFFFAOYSA-N,O=C(Nc1cc2c(n(CC)c3c2cccc3)cc1)N1CCOCC1,3.2,100,52.346653,0,0,2,3,2,0,13,0,45,1,3,24,18,67.429214,1.4984269,0,0,19,0,0,21,0,3,2,0,0,1.3764092,-2.6603653,-0.57733458,0.62285131,2.6105132,-2.7952404,-0.46431801,0.73012245,2.5425515,-2.3978717,-0.4026978,0.78510976,2.8627577,30.451347,3,0.11111111,15,48,1,27,3,4,0.14814815,32,0,16.518297,13.78791,11.576985,12.949383,11.775188,8.4234686,5.522491,7.1565967,0,0,0.71708173,12,0,-0.86308414,-0.3958317,0.056919027,2.6528299,-1.0112499,-0.25556865,0.14560652,2.7852411,-0.51207894,-0.193038,0.17952745,2.9661157,4.2063565,9.3738098,6.9517097,2.9724722,2.9724722,-4.263813,0,8.3745575,9.4154663,0,14,14,1,0,17.415638,7.7091413,3.4855967,12.627792,5.5051942,2.4618747,2.8966022,5,1,1,0,3.1730001,-3.9714799,9.3851347,1,1,21,1,4,4,0,0,0,1.9490968,-1.9490968,0.16583827,0.19305271,72.020538,107.28248,0,8.6190128,0,0,17.440542,67.767296,36.764713,0,0,13.566921,0,2.6406472,0.89681727,0.37025079,0.049700893,0.10318273,0.62974924,0.05348184,292.45404,120.73957,16.207567,33.648109,205.36256,17.440542,0.5,1,0,0,0,0,1,0,0,0,1,0,326.10214,0,0,0,326.10214,0,6,0,4,0,0,0.375,3.9449,0,27.864113,10.999887,78.731674,0,0,0,132.93649,0,78.38456,9.6733704,34.862103,5.0234065,0,0,30.2017,141.94186,83.56163,33.326015,46.5,0.44886449,5.7548876,3.3710732,8.8643866,326.10214,450.98901,16.070677,0,0,5.6825762,269.59912,17.440542,21.753254,323.396,1361,40,130
UYPQIQJUQWVCAN-UHFFFAOYSA-N,Brc1ccc(-c2n(-c3c(Cl)cc(Cl)cc3)nc(C(=O)NN3CCCCC3)c2C#N)cc1,3.7,100,64.434273,0,0,3,4,4,0,17,0,49,1,5,31,23,88.344994,1.8029591,0,1,22,2,0,18,0,5,1,0,0,1.5256901,-2.7485697,-0.6453076,0.69139826,2.6758528,-2.8026969,-0.46981955,0.8372938,2.7255821,-2.4862523,-0.41491631,0.95135194,2.9335582,26.725725,4,0.11764706,17,52,1,34,2,6,0.17647059,33,1,21.957455,19.505836,12.576985,14.38854,14.973565,11.329888,6.809401,8.8409014,0,0,0.89919049,13,0,-0.86558837,-0.39624149,0.065731078,2.6538184,-1.1769711,-0.26386139,0.26246607,2.7245033,-0.52411646,-0.19446276,0.30127507,2.9394958,7.7541342,7.1800518,4.681282,6.6496816,6.6496816,-8.2520418,0,12.037813,12.484178,0,14,14,1,0,24.134949,10.950521,5.566864,20.622688,9.3054991,4.7115469,6.190465,6,1,0,2,4.9130001,-7.66994,12.635647,0,1,23,0,4,7,2,0,0,1.9835011,-1.9835011,0.14498523,0.14264931,78.019005,47.77655,22.508045,15.318564,0,12.949531,0,78.677147,135.99986,0,27.163528,0,17.442276,0,0.93027073,0.59488386,0.040018573,0.069729246,0.40511614,0.029710673,405.46271,259.28281,17.442276,30.391806,176.5717,12.949531,0.46153846,0.85714287,0,0,0,0,1,0,0,0,1,0,435.85452,0,0,0,435.85452,0,7,1,4,0,0,0.51612902,5.6109838,17.888229,26.700153,0,84.54026,29.804539,3.0551045,7.0012131,132.20135,56.605217,124.25138,12.43252,23.862217,52.500725,20.943333,29.545282,8.69907,180.10751,42.137939,124.25138,73.949997,0.36875206,6.0874629,3.4547682,9.6563597,435.85452,577.44159,40.73045,0,0,9.4210396,337.28012,33.249039,50.151489,519.22998,2559,51,164
FCSFISXQUADFRY-UHFFFAOYSA-O,O=C1N(CCN2CCC([NH2+]Cc3ncc4OCCOc4c3)CC2)c2c(OC1)cccc2,1.04,42.946877,67.424995,0,0,2,3,6,0,12,1,60,0,6,31,22,93.490059,1.5581677,0,0,23,0,0,29,0,4,4,0,0,1.0005841,-2.8074043,-0.50655633,0.61039561,2.7753129,-3.3700955,-0.4750891,0.64301735,2.6750846,-2.5748405,-0.41467729,0.72142935,3.0018473,43.689003,6,0.17142858,12,64,1,35,4,6,0.17142858,51,0,21.045395,17.664503,14.112519,15.355161,15.259152,11.085013,6.466979,7.8409014,0,0,0.73953927,18,1,-0.86800915,-0.38602582,0.085280314,2.8891649,-2.2391546,-0.37093782,0.12887973,2.8560221,-0.63670635,-0.20026456,0.16209282,3.1054688,8.4324818,26.399912,14.157452,0.40759474,-1.6081412,-2.295229,0,7.8971791,11.776121,1.4397248,8.3440351,7.0467772,3.4871345,0.7383697,22.775511,10.950521,5.7421875,18.422739,8.7914629,4.584754,5.2246079,8,2,1,0,1.12,-2.7853,11.674286,0,1,28,1,5,9,1,0,0,3.6676857,-2.6676857,0.094662115,0.12804349,112.82578,135.70512,53.519176,0,0,12.949531,17.238026,36.764713,24.509808,0,0,0,19.249496,7.5112681,0.86449683,0.2094717,0.063674733,0.13550319,0.7905283,0.071828462,363.32462,88.035286,26.760765,56.948322,332.23764,30.187557,0.5,1,0,0,0,0,1,0,0,0,1,0,420.27292,0,0,0,420.27292,0,9,0,5,0,0,0.29032257,1.0726,54.134727,25.168627,27.844185,136.53709,2.7567475,0,0,105.43027,37.736813,36.926609,11.48134,23.862217,70.920258,3.1243138,22.469,2.7567475,161.60667,141.79587,0,80.739998,0.37643659,6.129283,3.9618168,9.558898,420.27292,575.37042,26.760765,0,5.6825762,5.6825762,344.10614,12.949531,32.44334,425.509,3298,49,166
FHHCKYIBYRNHOZ-UHFFFAOYSA-N,c1(-c2ccccc2)[nH]c(-c2ccccc2)cn1,3.8,52.689663,36.601517,0,0,1,1,2,0,17,0,29,2,4,17,14,37.258541,1.2847773,0,0,15,0,0,12,0,2,0,0,0,1.5098039,-2.2086408,-0.63449717,0.69849771,2.2181399,-2.033726,-0.53253943,0.80591482,2.3910532,-1.865876,-0.48091829,0.85431087,2.5606918,15.098484,2,0.10526316,17,31,0,19,1,2,0.10526316,14,0,11.501789,9.2980661,8.350853,10.087576,8.4326534,5.5918479,4.6100426,6.7079082,0,0,0.6818127,10,0,-0.82972813,-0.38834384,0.079925366,2.3082113,-0.77945417,-0.26386139,0.16445385,2.467469,-0.42388001,-0.2089844,0.19305076,2.6273706,2.3153732,5.665637,2.7246792,3.287677,3.4577799,-4.0034728,0,8.9133911,6.9781475,0.26735336,14,7.437809,2.9231093,0.48658833,12.055402,5.7600002,2.8797061,7.6591468,3.5436313,1.7263283,1.5965407,2,1,1,0,3.556,-5.0699401,6.9855442,0,1,17,1,3,2,0,0,0,1.1488103,-1.1488103,0.14570335,0.29414082,2.2085397,70.364716,11.190562,8.6190128,0,0,0,2.2085397,122.54904,0,0,5.6825762,0,0.13689101,0.97389907,0.58565265,0.026100961,0.026100961,0.41434732,0,217.14041,130.57704,5.8194671,5.8194671,92.382828,0,0.5,1,0,0,0,0,1,0,0,0,1,0,222.95987,0,0,0,222.95987,0,5,0,3,0,0,0.82352942,3.7437,0,16.78553,16.78553,0,0,0,0,205.10202,0,0,6.9459701,0,16.78553,16.78553,0,11.455817,193.64619,0,0,28.68,0.56150466,5.2479277,3.0590513,7.8484721,222.95987,323.0726,0,0,0,0,189.50108,11.190562,11.365152,220.27499,543,22,88
GIRRYIIDAVWQKO-UHFFFAOYSA-N,Fc1c(F)c(OCc2nc(-c3ncccc3)nc(N3CC(O)C3)c2)ccc1F,2.8,99.743782,51.116894,0,0,2,3,5,0,18,0,43,1,6,28,20,79.260513,1.8432678,0,0,19,0,3,15,0,4,2,0,0,1.3456132,-2.7192638,-0.67859393,0.61895692,2.6900408,-2.8852665,-0.50333202,0.84498793,2.5500314,-2.4518275,-0.44378552,0.80665344,2.9507124,27.863106,5,0.16129032,18,46,0,31,3,5,0.16129032,28,0,19.672998,14.518332,10.740123,12.26722,13.50804,8.4969988,4.9467587,6.5993195,0,0,0.84071898,13,0,-0.8574692,-0.45308089,0.065385915,2.5122247,-1.0588666,-0.37814066,0.2059565,2.5735142,-0.55791467,-0.21566087,0.18165031,2.7797282,9.9873886,8.7743616,7.4644628,3.0262654,3.0286548,-4.9342737,0,10.234909,9.7780209,0.006411151,14,9.1902704,1.0435309,0.0038344068,21.240376,9.4276857,5.0237813,15.3449,6.7224498,3.5489843,3.6841185,6,1,1,0,2.23406,-4.7251701,9.6890345,0,1,22,1,4,5,0,0,0,2.4570644,-2.4570644,0.085422337,0.15841213,60.192108,69.209633,26.348633,38.253098,10.324173,0,0,61.274521,12.254904,0,23.817272,23.273788,5.6825762,10.271297,0.85464495,0.40062645,0.11507019,0.14535506,0.59937358,0.03028487,291.35016,136.57436,39.227661,49.551834,204.32765,10.324173,0.46153846,0.85714287,0,0,0,0,1,0,0,0,1,0,340.90201,0,0,0,340.90201,0,7,0,4,0,0,0.42857143,2.9821999,39.50943,50.35659,33.831703,36.879158,2.7567475,0,0,128.15813,0,73.377945,9.4335804,0,131.62204,30.487368,14.468825,7.4125876,143.99973,36.879158,0,71.370003,0.39893496,5.9541965,3.5197685,9.3340616,340.90201,461.92487,19.551485,0,0,0,270.91254,22.381124,33.118404,388.349,2138,43,150
MFAWSNPHJTXASH-UHFFFAOYSA-O,C([NH+]1CC2(C1)COC2)c1cc2OCOc2cc1,0.5,63.265141,37.054688,1,1,0,0,3,0,6,1,33,0,3,17,12,49.604401,1.5031637,0,0,13,0,0,16,0,1,3,0,0,1.2699689,-2.9043322,-0.45458716,0.49199668,2.943341,-3.5426052,-0.44144544,0.53125596,2.7071853,-2.7148533,-0.2876969,0.73234779,3.1222661,24.559313,2,0.1,6,36,0,20,3,2,0.1,30,0,11.294683,9.6994362,7.9746914,8.5960121,8.3300295,6.1294098,3.5058007,4.2887883,0,0,0.75098401,10,1,-0.89784712,-0.36558136,-0.027065501,2.6480064,-2.2501221,-0.32901555,0.10149213,2.5898597,-0.66136593,-0.18604679,0.13702814,2.8342957,3.0390759,17.594576,11.689811,-0.17695138,-2.0441747,-0.33289751,0,3.4266067,6.3052611,0.81224167,7.636086,14,1.6208588,0.12397682,10.88,4,1.8655562,9.393343,3.4195688,1.5823766,1.8894812,4,1,1,0,1.0470001,-1.5782501,6.2592878,0,1,18,1,4,2,0,0,0,2.4393842,-1.4393842,0.14295001,0.26240432,2.2085397,120.26803,30.109364,21.201273,0,0,8.6190128,24.509808,12.254904,0,0,0,0,7.5112681,0.92884189,0.19532183,0.033135679,0.071158133,0.8046782,0.038022451,210.55191,44.275982,7.5112681,16.130281,182.40622,8.6190128,0.5,1,0,0,0,0,1,0,0,0,1,0,226.68219,0,0,0,226.68219,0,5,0,4,0,0,0.05882353,0.096799999,25.12409,0,10.999887,101.71578,3.185575,0,0,52.929554,0,28.926434,6.0422702,14.124202,21.999775,0,13.672431,0,71.369133,101.71578,0,32.130001,0.58005506,5.321928,3.1181297,7.8268971,226.68219,311.95737,7.5112681,0,0,0,171.56653,28.308455,7.5112681,234.27499,561,20,100
ZSTFESIXYYUQRP-UHFFFAOYSA-N,O=C1C(c2ccc(O)cc2)=CN(C)c2c1c(O)cc(O)c2,2.2,44.151947,41.136311,0,0,1,1,4,0,12,0,34,3,7,21,15,52.868019,1.5549418,0,0,16,0,0,13,0,1,4,0,0,1.7415679,-2.431046,-0.72442526,0.75905383,2.3939714,-2.4443717,-0.6373772,0.80591482,2.5056489,-2.0930994,-0.49986199,0.96263748,2.7336011,17.149691,1,0.043478262,12,36,2,23,2,1,0.043478262,22,0,15.1459,11.238555,9.0414515,10.568549,9.9692345,6.3187065,4.5147429,6.3409014,0,0,0.77312881,11,0,-0.81967515,-0.50256032,0.11797392,2.5015306,-0.94428825,-0.35825452,0.16445385,2.6382704,-0.47035623,-0.22939727,0.29982686,2.8128767,4.5513721,10.584497,4.8077068,2.6613088,2.6200132,-3.5290184,0,9.3558884,7.8804045,-0.32279345,7.3273997,12.489242,2.2609639,0.23106463,15.879017,6.2456746,3.0623817,11.093159,4.2777324,2.0656431,2.2596936,5,3,1,0,2.418,-2.7302499,7.6520619,0,1,17,1,3,1,0,0,0,1.8170972,-1.8170972,0.1196093,0.19802579,21.704248,57.441799,0,8.458519,30.972517,0,0,91.212761,24.509808,0,0,0,13.566921,23.30262,0.74981648,0.56271917,0.13596508,0.25018349,0.4372808,0.11421842,203.32713,152.5921,36.869541,67.842056,118.57709,30.972517,0.45454547,0.83333331,0,0,0,0,1,0,0,0,1,0,271.16919,0,0,0,271.16919,0,6,0,3,0,0,0.42857143,2.477,79.279991,5.6876111,0,0,30.233366,32.897186,0,126.25904,0,18.487032,7.8588901,23.862217,76.155678,3.1243138,22.101435,5.9423227,123.07346,5.6876111,32.897186,81,0.48250595,5.523562,3.0803595,8.5016012,271.16919,366.4111,13.566921,0,0,0,187.75066,8.458519,54.267685,283.28299,868,37,114
MBBITTNSTABUAE-UHFFFAOYSA-M,O=C([O-])Cc1c(C)n(-c2cc(NC(=O)[C@@H]3[C@@H](c4ccccc4)C3)ccc2)nc1C,0.89999998,99.709885,60.855446,0,0,1,2,2,2,17,0,51,1,3,29,21,77.634499,1.522245,0,0,23,0,0,22,0,3,3,0,0,1.2672842,-2.3420937,-0.60148793,0.60085428,2.8047249,-2.4208496,-0.49902338,0.67240995,2.8680413,-2.0647008,-0.46166506,0.7799269,3.0491004,29.564554,6,0.1875,17,54,2,32,2,7,0.21875,35,0,20.543242,16.384239,13.765066,15.551678,13.935561,9.6495304,7.666338,9.9038506,2,0,0.73543304,16,-1,-0.84880519,-0.43305516,0.063067064,2.6278038,-1.4897087,-0.3316423,0.11680378,2.7152631,-0.48520786,-0.21490592,0.18174674,2.9165075,9.9681959,7.8545876,5.1956677,3.6224153,3.6220155,-5.8304868,0,10.981477,11.168732,-0.99282694,14,9.1417379,1.047089,0.0042889314,22.203125,9.6465025,4.9240375,15.756615,6.7550578,3.4142859,3.6702361,6,1,1,0,2.9070001,-4.4699998,11.103317,0,1,20,1,4,6,0,0,0,1.6743774,-2.6743774,0.13672113,0.20546164,90.202087,51.787575,0,8.6190128,12.949531,0,0,85.169922,73.529427,0,9.4210396,0,13.566921,27.270733,0.85561115,0.56093669,0.1096265,0.14438882,0.43906328,0.034762327,318.72906,208.95804,40.837654,53.787186,163.55821,12.949531,0.5,1,0,0,0,0,1,0,0,0,1,0,372.51624,0,0,0,372.51624,0,8,0,4,0,0,0.68965518,2.52371,42.683342,43.173119,47.724434,0,16.295441,18.868406,4.4107962,161.54541,18.868406,69.408775,10.76687,90.407776,18.439579,4.4107962,16.295441,23.524246,196.52547,6.7227917,66.652031,87.050003,0.38828552,6,3.7569189,9.3991508,372.51624,528.18811,50.121803,27.133842,0,5.6825762,268.34271,27.65803,55.804379,388.44699,2510,44,156
YFJUAMUPMFOZBJ-UHFFFAOYSA-N,FC(F)(F)Cn1c2c(nc1)cnc(Nc1nc(N3CCC(OC)CC3)ncc1)c2,2.8,95.178398,55.188862,0,0,3,4,5,0,15,0,49,1,6,29,17,89.217201,1.8207592,0,0,18,0,3,20,0,7,1,0,0,1.26889,-2.7400706,-0.39938599,0.41340324,2.7039208,-2.7949822,-0.36424562,0.52445954,2.6777782,-2.4829226,-0.19211745,0.61624998,2.9572251,37.289139,5,0.15625,16,52,0,32,4,6,0.1875,36,0,20.43251,15.725059,10.999636,12.03517,13.909129,9.1657076,3.9080839,4.6363764,0,0,0.83088511,16,0,-0.83014178,-0.36488369,-0.030668277,2.6377439,-0.98116297,-0.34617102,0.21689883,2.6871846,-0.51987886,-0.1453537,0.13719757,2.9002626,11.724258,11.192121,8.8404779,1.6338165,1.6839696,-4.1489387,0,8.4263687,10.236159,0.1227809,16.113192,7.8669276,1.5945342,0.076954365,22.203125,9.6465025,5.8257928,16.504429,7.0890861,4.245285,4.0345283,8,1,1,0,2.1092899,-3.8933101,10.031702,0,1,22,1,4,7,0,0,0,2.6161435,-2.6161435,0.15571116,0.14512929,114.50622,92.24118,55.157402,0,15.681574,0,9.0455017,29.65753,0,0,35.725906,22.867195,0,2.503756,0.86725003,0.24048144,0.067228071,0.13275,0.75951856,0.065521933,327.28824,90.754387,25.370951,50.098026,286.63187,24.727076,0.5,1,0,0,0,0,1,0,0,0,1,0,377.38626,0,0,0,377.38626,0,8,0,4,0,0,0.44827586,3.4087999,3.1243138,94.811478,17.468536,36.879158,0,35.383869,0,90.788887,37.736813,69.874847,10.13467,10.999887,113.92155,10.88383,6.4686494,28.853958,142.677,36.879158,35.383869,80.989998,0.38828552,6,3.7555885,9.3973494,377.38626,490.3205,25.23406,0,0,5.6825762,267.01898,62.853218,30.916637,407.39999,2502,43,156
YWODBDBLLMXGRQ-UHFFFAOYSA-O,Clc1cc2c(cc(S(=O)(=O)N[C@@H]3C(=O)N([C@H](C(=O)N4CC5C[NH2+]CC(C4)C5)C)CC3)cc2)cc1,1.47,97.763618,74.931793,0,0,2,4,4,0,10,1,64,1,5,34,23,110.75418,1.7305341,0,0,24,1,0,30,0,4,4,0,1,1.1537261,-2.8682916,-0.55937755,0.57183045,2.8579051,-3.4283557,-0.47472233,0.65432173,2.7543068,-2.6462603,-0.40502623,0.80704248,3.0792344,46.22821,6,0.15789473,11,68,2,38,4,6,0.15789473,55,0,24.034805,20.686659,14.72325,15.965891,16.208347,13.697714,7.7385063,9.2010746,4,2,0.80269217,18,1,-0.87362474,-0.39200458,0.082130931,3.0044515,-2.2476511,-0.38072413,0.14025287,2.9265366,-0.63622928,-0.21731927,0.1661483,3.228503,8.2300825,31.758339,16.336754,0.45661923,-1.219291,-3.2340395,1.4258677,7.5390282,13.238268,0.99098378,9.042654,14,1.058508,0.005389527,25.641273,10.400739,5.4958448,22.790037,9.2098608,4.8538623,6.173326,8,3,1,1,2.131,-5.0406699,13.208116,0,1,26,0,5,8,2,0,0,3.5834143,-2.5834143,0.096746109,0.13487087,134.70341,97.323776,3.1459606,0,25.899061,4.1846013,17.238026,77.332092,41.836849,0,2.5295215,32.016521,27.133842,0,0.77020931,0.39031252,0.12765981,0.22979067,0.60968751,0.10213087,356.87161,180.84883,59.150364,106.47205,282.49484,47.32169,0.5,1,0,0,0,0,1,0,0,0,1,0,463.34366,0,0,0,463.34366,0,9,0,5,0,0,0,0.80260003,34.415749,64.937881,62.329113,92.197891,8.8215923,1.5507339,3.5006065,111.00504,37.736813,72.474655,12.86959,95.896118,24.259378,26.777323,11.464544,5.1459289,143.59592,102.71545,79.115402,103.4,0.34983629,6.2479277,3.88469,9.8583841,463.34366,630.43719,59.150364,0,5.6825762,13.757783,317.89349,36.004669,72.90815,506.047,3751,59,190
